"statecode","countycode","v014_race_white","v014_race_white_cilow","v014_race_white_cihigh","v014_race_black","v014_race_black_cilow","v014_race_black_cihigh","v014_race_asian","v014_race_asian_cilow","v014_race_asian_cihigh","v014_race_aian","v014_race_aian_cilow","v014_race_aian_cihigh","v014_race_nhopi","v014_race_nhopi_cilow","v014_race_nhopi_cihigh","v014_race_tom","v014_race_tom_cilow","v014_race_tom_cihigh","v014_race_hispanic","v014_race_hispanic_cilow","v014_race_hispanic_cihigh"
"55","043",6.12378800029161,4.88457313842575,7.58166623677828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0877192982456,16.8259252495875,64.5275650597115
"31","013",14.6609651802077,9.39355702790865,21.8143540584931,NA,NA,NA,NA,NA,NA,96.1538461538462,46.1095066935811,176.830346557863,NA,NA,NA,NA,NA,NA,26.1096605744125,12.5205971178393,48.0165954099681
"21","113",13.2662397072278,11.1069052722385,15.4255741422171,17.6730486008837,9.13192210415643,30.8712592756656,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9856115107914,8.62479981318783,33.0761799316867,23.3463035019455,13.8364990666661,36.8972247309053
"13","027",24.4428468727534,16.9273820162274,34.1564285371697,39.6039603960396,29.200834012775,52.5091057608311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.735632183908,13.7798525750932,52.8458506954534
"17","031",2.52183674294368,2.34827155923418,2.69540192665317,22.3422891524147,21.7648924479383,22.919685856891,1.34654363510085,1.08943421161047,1.64607976674399,8.27814569536424,3.9696926292487,15.2238046705445,NA,NA,NA,4.85930613628659,4.02074355989238,5.69786871268079,15.7765869559249,15.387652667971,16.1655212438788
"24","011",12.2000813338756,9.30994732615032,15.7039230188376,18.2608695652174,11.3037660731097,27.9136788999508,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1296928327645,16.3665143212711,62.7657202799242,68.5393258426966,52.4271534393062,88.0416313649844
"17","111",2.83553875236295,2.36749968848099,3.30357781624491,12.8824476650564,7.3634319272476,20.9202879207415,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88042947779405,2.34035563500851,8.97528357345914,15.0997328030821,13.2011821136199,16.9982834925443
"44","000",3.61632402263243,3.31812982827198,3.91451821699287,10.4431578377793,8.96979653593844,11.9165191396202,3.14635023372887,2.19154822029124,4.37581152185213,8.8261253309797,4.23247016428282,16.2315587308189,NA,NA,NA,11.1969111969112,9.15928126988733,13.2345411239351,23.8020380610679,22.5016261365716,25.1024499855641
"20","041",13.3333333333333,9.76167577071648,17.7847981769815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8787878787879,18.1643511217138,69.6604395530977
"26","139",3.93959290873276,3.47480708066689,4.40437873679864,11.2117291936179,7.32387374540593,16.4277809759056,3.28515111695138,1.57535765313155,6.04150986925683,NA,NA,NA,NA,NA,NA,7.52445447705041,4.59613227441834,11.6209096699302,16.6097628494971,14.1832463398175,19.0362793591767
"27","133",4.9825610363727,2.38933168716115,9.1631071459979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05","085",20.5135665963483,18.1192989726818,22.9078342200148,28.4043441938179,19.6708340723244,39.6922239726008,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0648464163823,8.18325716063555,31.3828601399621,14.7058823529412,8.56671839931426,23.5455422282929
"26","105",15.1616499442586,11.773614437597,19.2210040481671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3823529411765,8.81505275024345,33.8058015478268
